asset_id,purchase_date,device_type,department,region,brand,model_year,age_in_months,battery_cycles,battery_health_percent,smart_sectors_reallocated,thermal_events_count,daily_usage_hours,usage_type,os,overheating_issues,performance_rating,total_incidents,critical_incidents,high_incidents,medium_incidents,low_incidents,avg_resolution_time_hours,incident_rate_per_month,critical_incident_ratio,battery_degradation_rate,thermal_events_per_month,risk_score,risk_label,data_completeness,created_at,purchase_year,age_in_months_recalc
LAP-0615,2024-12-28 20:09:36.000000000,laptop,HR,EU,Lenovo,2023,14,100,58.82,38,5,10.1,Gaming,Windows,False,2,10,0,2,4,4,11.34,7.143,0.0,2.9414,0.3571,0.328,low,0.5,2025-01-15 20:09:36.000000000,2025,3
LAP-0616,2020-10-28 20:09:35.999999992,laptop,HR,EU,Lenovo,2020,64,132,28.0,88,47,6.5,Programming,Windows,True,1,17,2,5,4,6,10.57,2.656,0.1176,1.125,0.7344,0.847,high,0.85,2020-11-03 20:09:35.999999992,2025,7
LAP-0617,2025-03-30 03:50:24.000000000,laptop,IT,India,Dell,2024,11,100,40.0,49,6,5.0,Office,Windows,False,2,12,0,2,4,6,7.93,10.909,0.0,5.4545,0.5455,0.415,medium,0.7,2025-04-23 03:50:24.000000000,2025,8
LAP-0618,2022-09-28 23:02:24.000000000,laptop,Engineering,India,Asus,2022,41,153,40.0,59,1,6.6,Creative,Windows,False,2,10,0,2,4,4,10.85,2.439,0.0,1.4634,0.0244,0.457,medium,1.0,2022-10-08 23:02:24.000000000,2025,12
LAP-0619,2024-11-28 09:36:00.000000000,laptop,Operations,EU,Dell,2024,15,166,40.0,49,8,4.3,Office,Windows,False,2,9,0,1,3,5,8.03,6.0,0.0,4.0,0.5333,0.401,medium,0.67,2024-12-18 09:36:00.000000000,2025,11
LAP-0620,2019-05-30 08:38:23.999999975,laptop,IT,India,Asus,2019,81,296,15.0,93,48,8.9,Creative,Windows,True,1,19,2,5,6,6,10.06,2.346,0.1053,1.0494,0.5926,0.93,high,0.72,2019-06-14 08:38:23.999999975,2025,12
LAP-0621,2020-11-28 06:43:12.000000000,laptop,Finance,US,Asus,2019,63,174,38.0,81,37,7.6,Office,Windows,False,2,16,3,4,3,6,12.45,2.54,0.1875,0.9841,0.5873,0.756,high,1.0,2020-12-03 06:43:12.000000000,2025,11
LAP-0622,2025-01-28 06:43:12.000000000,laptop,Engineering,US,Asus,2024,13,167,49.47,50,0,8.2,Programming,Windows,False,2,9,0,1,3,5,8.21,6.923,0.0,3.8869,0.0,0.343,low,0.95,2025-02-17 06:43:12.000000000,2025,7
LAP-0623,2023-09-29 05:45:36.000000000,laptop,Finance,India,Asus,2022,29,125,51.88,46,1,9.8,Gaming,Windows,False,2,8,0,1,3,4,4.75,2.759,0.0,1.6593,0.0345,0.357,medium,1.0,2023-10-02 05:45:36.000000000,2025,5
LAP-0624,2023-02-28 03:50:23.999999992,laptop,IT,US,HP,2023,36,123,68.3,8,8,7.1,Office,Windows,False,4,2,0,0,0,2,3.32,0.556,0.0,0.8806,0.2222,0.222,low,1.0,2023-03-05 03:50:23.999999992,2025,6
LAP-0625,2020-05-29 15:21:35.999999992,laptop,IT,India,Asus,2019,69,189,26.0,98,49,8.8,Creative,Windows,True,1,20,2,5,5,8,9.5,2.899,0.1,1.0725,0.7101,0.921,high,0.62,2020-06-28 15:21:35.999999992,2025,8
LAP-0626,2020-08-28 23:02:23.999999983,laptop,IT,US,Asus,2020,66,139,24.0,93,47,7.0,Programming,Windows,True,2,17,3,4,5,5,5.67,2.576,0.1765,1.1515,0.7121,0.872,high,1.0,2020-09-22 23:02:23.999999983,2025,8
LAP-0627,2024-04-29 07:40:47.999999992,laptop,IT,US,Dell,2023,22,100,78.98,30,7,3.8,Office,Windows,False,5,2,0,0,0,2,5.04,0.909,0.0,0.9555,0.3182,0.206,low,1.0,2024-05-07 07:40:47.999999992,2025,10
LAP-0628,2021-04-29 11:31:12.000000000,laptop,Engineering,EU,Apple,2021,58,172,47.09,54,12,6.2,Creative,macOS,True,2,11,0,2,4,5,6.77,1.897,0.0,0.9122,0.2069,0.519,medium,1.0,2021-05-07 11:31:12.000000000,2025,10
LAP-0629,2023-02-28 03:50:23.999999992,laptop,Engineering,EU,Acer,2023,36,129,59.89,37,8,11.8,Creative,Windows,False,2,8,0,1,3,4,5.59,2.222,0.0,1.1142,0.2222,0.361,medium,1.0,2023-03-08 03:50:23.999999992,2025,5
LAP-0630,2019-02-28 00:57:36.000000000,laptop,IT,US,Acer,2019,84,100,29.0,95,45,9.7,Programming,Windows,False,1,18,2,6,4,6,6.49,2.143,0.1111,0.8452,0.5357,0.878,high,0.43,2019-03-12 00:57:36.000000000,2026,1
LAP-0631,2021-06-29 08:38:23.999999992,laptop,Sales,US,Apple,2020,56,100,42.87,44,42,4.5,Office,macOS,True,2,8,0,1,3,4,8.34,1.429,0.0,1.0202,0.75,0.595,high,1.0,2021-07-23 08:38:23.999999992,2025,3
LAP-0632,2024-02-28 10:33:35.999999992,laptop,Engineering,US,Acer,2024,24,100,53.1,44,28,6.5,Creative,Windows,True,2,8,0,1,3,4,6.42,3.333,0.0,1.9542,1.1667,0.447,medium,1.0,2024-03-22 10:33:35.999999992,2025,3
LAP-0633,2022-07-30 01:55:11.999999992,laptop,Sales,India,Acer,2021,43,100,40.0,49,24,9.5,Creative,Windows,True,2,10,0,2,4,4,6.18,2.326,0.0,1.3953,0.5581,0.534,medium,0.83,2022-08-07 01:55:11.999999992,2025,5
LAP-0634,2022-12-29 06:43:12.000000000,laptop,Operations,India,Acer,2022,38,230,40.0,64,0,6.5,Creative,Windows,False,2,10,0,2,4,4,10.46,2.632,0.0,1.5789,0.0,0.457,medium,1.0,2023-01-09 06:43:12.000000000,2025,12
LAP-0635,2023-12-29 13:26:23.999999992,laptop,Sales,US,Acer,2022,26,133,57.44,21,7,4.4,Student,Windows,False,3,5,0,0,2,3,3.46,1.923,0.0,1.6369,0.2692,0.281,low,1.0,2024-01-12 13:26:23.999999992,2025,12
LAP-0636,2023-06-29 22:04:48.000000000,laptop,Engineering,US,HP,2022,32,174,40.0,58,0,3.1,Office,Windows,False,2,8,0,1,3,4,10.27,2.5,0.0,1.875,0.0,0.413,medium,1.0,2023-07-07 22:04:48.000000000,2025,12
LAP-0637,2019-02-28 00:57:36.000000000,laptop,Sales,India,Lenovo,2018,84,218,20.0,90,48,8.8,Programming,Windows,True,1,19,3,5,4,7,8.19,2.262,0.1579,0.9524,0.5714,0.912,high,0.64,2019-03-29 00:57:36.000000000,2025,10
LAP-0638,2019-08-29 16:19:11.999999983,laptop,Engineering,India,Dell,2019,78,100,51.0,76,34,10.8,Gaming,Windows,False,2,14,2,3,4,5,4.57,1.795,0.1429,0.6282,0.4359,0.7,high,1.0,2019-09-28 16:19:11.999999983,2026,1
LAP-0639,2023-03-30 14:23:59.999999992,laptop,Sales,India,Acer,2023,35,225,52.4,52,4,10.2,Creative,Windows,False,2,9,0,1,3,5,8.54,2.571,0.0,1.36,0.1143,0.402,medium,1.0,2023-04-23 14:23:59.999999992,2025,12
LAP-0640,2022-03-30 07:40:47.999999992,laptop,Sales,EU,Apple,2022,47,104,65.3,24,2,4.2,Office,macOS,False,4,2,0,0,0,2,5.07,0.426,0.0,0.7383,0.0426,0.261,low,1.0,2022-04-27 07:40:47.999999992,2025,7
LAP-0641,2025-05-30 00:57:36.000000000,laptop,IT,US,Acer,2024,9,100,69.02,7,1,5.7,Creative,Windows,False,4,3,0,0,1,2,8.87,3.0,0.0,3.4422,0.1111,0.144,low,1.0,2025-06-09 00:57:36.000000000,2025,3
LAP-0642,2022-04-29 18:14:24.000000000,laptop,IT,US,Acer,2022,46,100,76.2,3,3,10.6,Gaming,Windows,False,4,5,0,0,2,3,8.28,1.087,0.0,0.5174,0.0652,0.223,low,1.0,2022-05-06 18:14:24.000000000,2026,1
LAP-0643,2021-08-29 05:45:36.000000000,laptop,Sales,India,Lenovo,2021,54,100,57.08,32,6,3.2,Office,Windows,False,2,10,0,2,4,4,7.0,1.852,0.0,0.7948,0.1111,0.408,medium,1.0,2021-09-26 05:45:36.000000000,2025,3
LAP-0644,2023-02-28 03:50:23.999999992,laptop,Operations,US,Dell,2023,36,100,56.12,41,2,3.9,Student,Windows,False,2,8,0,1,3,4,7.36,2.222,0.0,1.2189,0.0556,0.355,medium,1.0,2023-03-17 03:50:23.999999992,2025,6
LAP-0645,2024-09-28 12:28:48.000000000,laptop,IT,EU,Acer,2024,17,151,40.0,76,9,7.0,Office,Windows,False,1,20,0,4,8,8,9.73,11.765,0.0,3.5294,0.5294,0.573,high,0.89,2024-10-02 12:28:48.000000000,2025,10
LAP-0646,2023-08-29 19:12:00.000000000,laptop,Engineering,EU,Asus,2022,30,100,56.21,56,0,4.5,Student,Windows,False,2,10,0,2,4,4,8.62,3.333,0.0,1.4597,0.0,0.384,medium,1.0,2023-09-27 19:12:00.000000000,2025,11
LAP-0647,2020-02-28 07:40:47.999999975,laptop,Sales,US,Lenovo,2020,72,100,23.0,92,45,7.2,Office,Windows,True,1,20,4,4,5,7,9.32,2.778,0.2,1.0694,0.625,0.907,high,0.86,2020-03-12 07:40:47.999999975,2025,3
LAP-0648,2022-11-28 20:09:35.999999992,laptop,HR,US,Dell,2021,39,148,40.0,74,2,5.9,Programming,Windows,False,1,16,0,3,6,7,8.39,4.103,0.0,1.5385,0.0513,0.547,medium,0.43,2022-12-02 20:09:35.999999992,2025,10
LAP-0649,2022-09-28 23:02:24.000000000,laptop,HR,US,Acer,2022,41,244,73.64,21,4,11.8,Programming,Windows,False,4,4,0,0,1,3,8.56,0.976,0.0,0.6429,0.0976,0.249,low,0.9,2022-10-03 23:02:24.000000000,2025,10
LAP-0650,2025-01-28 06:43:12.000000000,laptop,Sales,India,Acer,2025,13,100,40.0,34,6,3.5,Office,Windows,False,2,10,0,2,4,4,10.21,7.692,0.0,4.6154,0.4615,0.369,medium,1.0,2025-02-23 06:43:12.000000000,2025,4
LAP-0651,2022-03-30 07:40:47.999999992,laptop,Sales,India,Apple,2022,47,129,75.82,24,9,3.4,Office,macOS,False,4,5,0,0,2,3,8.44,1.064,0.0,0.5145,0.1915,0.292,low,1.0,2022-04-21 07:40:47.999999992,2025,8
LAP-0652,2024-06-29 04:47:59.999999992,laptop,HR,India,Apple,2024,20,100,40.0,56,11,4.8,Student,macOS,True,1,20,1,4,8,7,10.09,10.0,0.05,3.0,0.55,0.548,medium,1.0,2024-07-03 04:47:59.999999992,2025,3
LAP-0653,2024-07-29 15:21:36.000000000,laptop,Operations,US,Dell,2024,19,114,40.0,83,20,4.3,Student,Windows,True,1,12,0,2,4,6,5.81,6.316,0.0,3.1579,1.0526,0.556,high,1.0,2024-08-16 15:21:36.000000000,2025,12
LAP-0654,2022-11-28 20:09:35.999999992,laptop,Engineering,India,Asus,2021,39,115,78.52,19,6,3.5,Student,Windows,False,5,1,0,0,0,1,6.58,0.256,0.0,0.5508,0.1538,0.207,low,1.0,2022-12-04 20:09:35.999999992,2025,9
LAP-0655,2025-06-29 11:31:12.000000000,laptop,IT,India,Dell,2025,8,171,40.0,57,41,9.1,Creative,Windows,True,1,15,0,3,6,6,6.57,15.0,0.0,7.5,5.125,0.595,high,0.53,2025-07-23 11:31:12.000000000,2025,6
LAP-0656,2022-07-30 01:55:11.999999992,laptop,Finance,US,Dell,2021,43,160,40.0,72,21,8.6,Gaming,Windows,True,1,14,0,2,5,7,8.08,3.256,0.0,1.3953,0.4884,0.608,high,0.9,2022-08-23 01:55:11.999999992,2025,7
LAP-0657,2020-04-29 04:47:59.999999983,laptop,Engineering,India,Dell,2020,70,100,17.0,95,47,9.4,Programming,Windows,True,2,18,3,5,4,6,10.32,2.571,0.1667,1.1857,0.6714,0.911,high,1.0,2020-05-22 04:47:59.999999983,2025,6
LAP-0658,2024-11-28 09:36:00.000000000,laptop,IT,India,Dell,2024,15,112,40.0,60,1,7.4,Programming,Windows,False,1,18,0,3,7,8,8.35,12.0,0.0,4.0,0.0667,0.485,medium,1.0,2024-12-20 09:36:00.000000000,2025,5
LAP-0659,2024-05-29 18:14:24.000000000,laptop,Operations,US,Lenovo,2023,21,105,40.0,46,0,6.8,Programming,Windows,False,2,10,0,2,4,4,9.9,4.762,0.0,2.8571,0.0,0.386,medium,0.77,2024-05-31 18:14:24.000000000,2025,5
LAP-0660,2021-07-29 19:12:00.000000000,laptop,Engineering,India,Asus,2021,55,140,52.34,40,44,10.4,Gaming,Windows,True,2,9,0,1,3,5,7.1,1.636,0.0,0.8665,0.8,0.58,high,1.0,2021-08-21 19:12:00.000000000,2025,6
LAP-0661,2021-06-29 08:38:23.999999992,laptop,HR,India,Dell,2021,56,100,54.0,41,1,10.1,Gaming,Windows,False,2,12,0,2,4,6,9.83,2.143,0.0,0.8214,0.0179,0.438,medium,1.0,2021-07-10 08:38:23.999999992,2025,2
LAP-0662,2024-10-28 23:02:24.000000000,laptop,IT,India,Dell,2024,16,100,40.0,58,29,7.2,Creative,Windows,True,1,12,0,2,4,6,9.28,7.5,0.0,3.75,1.8125,0.535,medium,0.81,2024-11-25 23:02:24.000000000,2025,3
LAP-0663,2023-05-30 11:31:11.999999992,laptop,HR,India,HP,2023,33,100,48.61,39,4,8.7,Programming,Windows,False,2,11,0,2,4,5,8.65,3.333,0.0,1.5573,0.1212,0.401,medium,1.0,2023-06-13 11:31:11.999999992,2025,3
LAP-0664,2021-01-28 03:50:23.999999992,laptop,HR,India,Lenovo,2020,61,126,40.0,77,36,4.5,Office,Windows,False,2,13,2,4,2,5,9.41,2.131,0.1538,0.9836,0.5902,0.705,high,1.0,2021-02-27 03:50:23.999999992,2025,10
LAP-0665,2025-05-30 00:57:36.000000000,laptop,Engineering,US,Dell,2025,9,100,66.78,20,43,3.5,Student,Windows,True,4,4,0,0,1,3,4.66,4.0,0.0,3.6911,4.7778,0.354,medium,1.0,2025-06-04 00:57:36.000000000,2025,7
LAP-0666,2021-11-28 13:26:23.999999992,laptop,Sales,US,Asus,2020,51,100,43.92,34,48,4.5,Student,Windows,True,2,8,0,1,3,4,5.29,1.569,0.0,1.0996,0.9412,0.586,high,0.87,2021-12-04 13:26:23.999999992,2025,3
LAP-0667,2023-07-30 08:38:24.000000000,laptop,HR,EU,HP,2022,31,100,58.03,37,50,4.1,Office,Windows,True,2,12,0,2,4,6,9.63,3.871,0.0,1.3539,1.6129,0.564,high,1.0,2023-08-09 08:38:24.000000000,2026,1
LAP-0668,2019-03-30 11:31:12.000000000,laptop,IT,EU,Dell,2019,83,100,24.0,89,49,6.2,Creative,Windows,False,2,18,3,4,4,7,6.07,2.169,0.1667,0.9157,0.5904,0.894,high,1.0,2019-04-07 11:31:12.000000000,2025,4
LAP-0669,2020-10-28 20:09:35.999999992,laptop,Operations,US,Asus,2019,64,166,33.0,94,45,9.0,Creative,Windows,True,2,20,4,6,4,6,9.21,3.125,0.2,1.0469,0.7031,0.869,high,1.0,2020-11-11 20:09:35.999999992,2025,8
LAP-0670,2020-02-28 07:40:47.999999975,laptop,Finance,India,HP,2020,72,100,42.0,68,43,6.0,Programming,Windows,False,3,13,2,4,3,4,5.53,1.806,0.1538,0.8056,0.5972,0.733,high,1.0,2020-03-23 07:40:47.999999975,2025,7
LAP-0671,2025-08-29 08:38:24.000000000,laptop,Finance,EU,Apple,2024,6,137,40.0,58,1,4.4,Student,macOS,False,2,10,0,2,4,4,10.61,10.0,0.0,10.0,0.1667,0.382,medium,1.0,2025-09-01 08:38:24.000000000,2025,10
LAP-0672,2024-05-29 18:14:24.000000000,laptop,IT,EU,Acer,2024,21,208,58.68,20,6,7.5,Office,Windows,False,3,5,0,0,2,3,9.47,2.381,0.0,1.9676,0.2857,0.261,low,0.8,2024-06-10 18:14:24.000000000,2025,11
LAP-0673,2019-08-29 16:19:11.999999983,laptop,HR,India,Acer,2018,78,100,26.0,100,47,5.7,Programming,Windows,False,2,20,2,6,6,6,8.87,2.564,0.1,0.9487,0.6026,0.923,high,1.0,2019-09-14 16:19:11.999999983,2026,1
LAP-0674,2024-07-29 15:21:36.000000000,laptop,Sales,US,Acer,2024,19,100,40.0,62,29,3.3,Office,Windows,True,1,19,0,3,7,9,8.0,10.0,0.0,3.1579,1.5263,0.62,high,0.95,2024-08-26 15:21:36.000000000,2026,1
LAP-0675,2022-10-29 09:35:59.999999992,laptop,Finance,India,Dell,2022,40,100,40.0,56,49,6.7,Programming,Windows,True,1,17,0,3,6,8,9.02,4.25,0.0,1.5,1.225,0.711,high,1.0,2022-11-28 09:35:59.999999992,2025,3
LAP-0676,2023-03-30 14:23:59.999999992,laptop,Finance,US,HP,2022,35,100,40.0,57,19,5.5,Office,Windows,True,1,13,0,2,5,6,9.22,3.714,0.0,1.7143,0.5429,0.543,medium,1.0,2023-04-22 14:23:59.999999992,2025,2
LAP-0677,2020-01-28 21:07:12.000000009,laptop,Finance,EU,Dell,2019,73,198,21.0,98,46,8.8,Programming,Windows,False,1,18,3,4,4,7,8.04,2.466,0.1667,1.0822,0.6301,0.908,high,1.0,2020-02-14 21:07:12.000000009,2025,10
LAP-0678,2025-04-29 14:24:00.000000000,laptop,HR,US,Lenovo,2025,10,100,53.36,33,1,4.4,Office,Windows,False,2,12,0,2,4,6,7.48,12.0,0.0,4.664,0.1,0.327,low,1.0,2025-04-30 14:24:00.000000000,2025,2
LAP-0679,2024-01-29 00:00:00.000000000,laptop,Sales,US,Asus,2024,25,100,62.85,16,9,8.8,Gaming,Windows,False,4,4,0,0,1,3,5.59,1.6,0.0,1.486,0.36,0.253,low,1.0,2024-02-21 00:00:00.000000000,2025,3
LAP-0680,2022-11-28 20:09:35.999999992,laptop,HR,India,Lenovo,2021,39,132,46.25,52,7,6.4,Creative,Windows,False,2,10,0,2,4,4,8.97,2.564,0.0,1.3782,0.1795,0.448,medium,1.0,2022-12-08 20:09:35.999999992,2025,9
LAP-0681,2024-10-28 23:02:24.000000000,laptop,IT,US,HP,2023,16,108,56.02,50,4,4.9,Student,Windows,False,2,11,0,2,4,5,9.93,6.875,0.0,2.7487,0.25,0.369,medium,1.0,2024-11-22 23:02:24.000000000,2025,11
LAP-0682,2022-06-29 15:21:35.999999992,laptop,HR,India,Dell,2021,44,230,40.0,59,3,8.4,Gaming,Windows,False,2,9,0,1,3,5,8.24,2.045,0.0,1.3636,0.0682,0.462,medium,1.0,2022-07-22 15:21:35.999999992,2025,11
LAP-0683,2020-11-28 06:43:12.000000000,laptop,HR,EU,HP,2019,63,100,34.0,90,45,9.9,Gaming,Windows,False,2,17,2,6,3,6,9.09,2.698,0.1176,1.0476,0.7143,0.826,high,1.0,2020-12-08 06:43:12.000000000,2026,1
LAP-0684,2023-05-30 11:31:11.999999992,laptop,Engineering,US,Lenovo,2022,33,107,63.77,11,5,6.4,Office,Windows,False,4,4,0,0,1,3,7.5,1.212,0.0,1.0979,0.1515,0.241,low,0.73,2023-06-20 11:31:11.999999992,2025,8
LAP-0685,2023-09-29 05:45:36.000000000,laptop,Sales,US,HP,2022,29,100,40.0,62,6,5.5,Creative,Windows,False,1,15,0,3,6,6,7.99,5.172,0.0,2.069,0.2069,0.508,medium,0.57,2023-10-23 05:45:36.000000000,2026,1
LAP-0686,2023-05-30 11:31:11.999999992,laptop,IT,US,Apple,2023,33,104,46.5,44,9,11.5,Creative,macOS,False,2,12,0,2,4,6,6.6,3.636,0.0,1.6212,0.2727,0.446,medium,1.0,2023-06-01 11:31:11.999999992,2025,5
LAP-0687,2025-06-29 11:31:12.000000000,laptop,IT,US,Lenovo,2025,8,100,68.53,3,7,7.3,Creative,Windows,False,4,3,0,0,1,2,4.91,3.0,0.0,3.9338,0.875,0.159,low,1.0,2025-07-08 11:31:12.000000000,2026,1
LAP-0688,2022-10-29 09:35:59.999999992,laptop,IT,US,Apple,2021,40,111,40.0,72,8,6.9,Programming,macOS,False,1,12,0,2,4,6,12.78,3.0,0.0,1.5,0.2,0.529,medium,1.0,2022-11-20 09:35:59.999999992,2025,8
LAP-0689,2022-04-29 18:14:24.000000000,laptop,HR,US,Acer,2021,46,187,84.0,23,1,10.3,Gaming,Windows,False,5,2,0,0,0,2,6.1,0.435,0.0,0.3478,0.0217,0.206,low,1.0,2022-05-12 18:14:24.000000000,2025,7
LAP-0690,2025-03-30 03:50:24.000000000,laptop,Sales,EU,Apple,2025,11,107,68.55,20,6,3.3,Student,macOS,False,4,2,0,0,0,2,3.93,1.818,0.0,2.8591,0.5455,0.186,low,1.0,2025-04-24 03:50:24.000000000,2025,8
LAP-0691,2024-03-29 21:07:12.000000000,laptop,IT,India,Dell,2024,23,182,67.2,19,2,6.4,Office,Windows,False,4,4,0,0,1,3,8.11,1.739,0.0,1.4261,0.087,0.216,low,0.93,2024-04-14 21:07:12.000000000,2025,9
LAP-0692,2022-02-27 21:07:11.999999992,laptop,Sales,EU,Apple,2021,48,100,40.0,57,0,3.6,Student,macOS,False,1,19,0,3,7,9,8.66,3.958,0.0,1.25,0.0,0.554,high,1.0,2022-03-17 21:07:11.999999992,2025,4
LAP-0693,2024-02-28 10:33:35.999999992,laptop,IT,US,Apple,2024,24,128,40.0,50,3,3.4,Student,macOS,False,2,11,0,2,4,5,10.34,4.583,0.0,2.5,0.125,0.422,medium,1.0,2024-03-18 10:33:35.999999992,2025,11
LAP-0694,2021-01-28 03:50:23.999999992,laptop,Operations,EU,Acer,2021,61,100,31.0,95,45,3.5,Office,Windows,True,2,17,4,4,3,6,8.63,2.787,0.2353,1.1311,0.7377,0.84,high,0.92,2021-02-09 03:50:23.999999992,2025,3
LAP-0695,2020-01-28 21:07:12.000000009,laptop,Finance,India,Dell,2020,73,153,49.0,69,36,7.7,Creative,Windows,False,3,16,2,6,2,6,3.76,2.192,0.125,0.6986,0.4932,0.72,high,1.0,2020-02-05 21:07:12.000000009,2025,9
LAP-0696,2023-07-30 08:38:24.000000000,laptop,IT,India,Dell,2023,31,100,65.98,16,0,7.9,Programming,Windows,False,4,3,0,0,1,2,7.36,0.968,0.0,1.0974,0.0,0.212,low,0.81,2023-08-16 08:38:24.000000000,2025,3
LAP-0697,2022-07-30 01:55:11.999999992,laptop,Engineering,India,Dell,2022,43,317,45.63,49,16,8.6,Gaming,Windows,True,2,10,0,2,4,4,9.31,2.326,0.0,1.2644,0.3721,0.488,medium,1.0,2022-08-14 01:55:11.999999992,2025,12
LAP-0698,2023-09-29 05:45:36.000000000,laptop,Sales,US,Acer,2023,29,123,70.19,16,44,11.2,Programming,Windows,True,4,2,0,0,0,2,3.18,0.69,0.0,1.0279,1.5172,0.363,medium,1.0,2023-10-09 05:45:36.000000000,2025,5
LAP-0699,2025-03-30 03:50:24.000000000,laptop,Sales,EU,Asus,2025,11,100,43.74,51,4,4.3,Student,Windows,False,2,11,0,2,4,5,10.26,10.0,0.0,5.1145,0.3636,0.392,medium,1.0,2025-04-14 03:50:24.000000000,2025,8
LAP-0700,2019-06-29 19:11:59.999999975,laptop,IT,India,Dell,2018,80,127,42.0,75,39,4.5,Office,Windows,True,2,13,2,4,3,4,8.27,1.625,0.1538,0.725,0.4875,0.731,high,1.0,2019-07-14 19:11:59.999999975,2025,12
LAP-0701,2020-12-28 17:16:48.000000000,laptop,Engineering,EU,Lenovo,2020,62,137,26.0,95,47,8.0,Office,Windows,False,2,19,3,4,6,6,6.87,3.065,0.1579,1.1935,0.7581,0.882,high,0.44,2021-01-20 17:16:48.000000000,2025,7
LAP-0702,2019-02-28 00:57:36.000000000,laptop,HR,India,HP,2018,84,142,17.0,90,45,6.1,Office,Windows,False,1,19,2,4,5,8,8.9,2.262,0.1053,0.9881,0.5357,0.908,high,1.0,2019-03-07 00:57:36.000000000,2025,9
LAP-0703,2021-07-29 19:12:00.000000000,laptop,Operations,EU,Lenovo,2020,55,171,67.66,21,5,7.7,Creative,Windows,False,4,2,0,0,0,2,7.68,0.364,0.0,0.588,0.0909,0.277,low,0.41,2021-08-11 19:12:00.000000000,2025,11
LAP-0704,2022-09-28 23:02:24.000000000,laptop,Engineering,India,Asus,2022,41,243,50.84,57,3,7.6,Programming,Windows,False,2,8,0,1,3,4,9.43,1.951,0.0,1.199,0.0732,0.414,medium,1.0,2022-10-15 23:02:24.000000000,2025,12
LAP-0705,2022-09-28 23:02:24.000000000,laptop,Finance,US,Asus,2021,41,131,65.29,8,1,5.0,Office,Windows,False,4,5,0,0,2,3,7.07,1.22,0.0,0.8466,0.0244,0.242,low,1.0,2022-10-07 23:02:24.000000000,2025,6
LAP-0706,2020-03-29 18:14:23.999999983,laptop,IT,India,Dell,2020,71,191,32.0,90,48,9.4,Programming,Windows,True,1,20,2,6,6,6,7.61,2.817,0.1,0.9577,0.6761,0.89,high,1.0,2020-04-06 18:14:23.999999983,2025,9
LAP-0707,2020-12-28 17:16:48.000000000,laptop,Sales,US,Asus,2019,62,233,17.0,97,47,9.8,Creative,Windows,True,1,18,3,5,4,6,7.19,2.903,0.1667,1.3387,0.7581,0.899,high,1.0,2021-01-17 17:16:48.000000000,2025,11
LAP-0708,2021-10-29 02:52:47.999999992,laptop,Engineering,US,Lenovo,2021,52,263,40.0,78,41,10.1,Creative,Windows,True,1,18,0,3,7,8,9.9,3.462,0.0,1.1538,0.7885,0.758,high,0.32,2021-11-24 02:52:47.999999992,2025,10
LAP-0709,2025-07-29 22:04:48.000000000,laptop,IT,India,Apple,2024,7,100,40.0,54,24,3.8,Office,macOS,True,2,10,0,2,4,4,11.25,10.0,0.0,8.5714,3.4286,0.469,medium,1.0,2025-08-25 22:04:48.000000000,2025,8
LAP-0710,2019-05-30 08:38:23.999999975,laptop,Sales,EU,Acer,2018,81,100,20.0,96,46,3.1,Office,Windows,True,2,18,3,4,5,6,8.08,2.222,0.1667,0.9877,0.5679,0.906,high,1.0,2019-06-20 08:38:23.999999975,2025,3
LAP-0711,2023-11-29 02:52:48.000000000,laptop,Sales,US,Acer,2023,27,100,73.72,20,5,4.6,Office,Windows,False,4,4,0,0,1,3,8.51,1.481,0.0,0.9733,0.1852,0.222,low,1.0,2023-12-17 02:52:48.000000000,2025,11
LAP-0712,2023-02-28 03:50:23.999999992,laptop,IT,US,HP,2023,36,100,54.22,49,8,4.9,Student,Windows,False,2,11,0,2,4,5,8.2,3.056,0.0,1.2717,0.2222,0.429,medium,1.0,2023-03-13 03:50:23.999999992,2025,7
LAP-0713,2021-03-30 00:57:36.000000000,laptop,IT,US,Dell,2020,59,279,40.0,61,2,11.3,Gaming,Windows,False,2,9,0,1,3,5,8.68,1.525,0.0,1.0169,0.0339,0.493,medium,1.0,2021-04-15 00:57:36.000000000,2025,12
LAP-0714,2022-09-28 23:02:24.000000000,laptop,HR,EU,Dell,2021,41,100,40.0,51,49,11.6,Gaming,Windows,True,1,15,0,3,6,6,12.26,3.659,0.0,1.4634,1.1951,0.683,high,1.0,2022-10-07 23:02:24.000000000,2025,2
LAP-0715,2023-04-30 00:57:36.000000000,laptop,Engineering,India,Lenovo,2023,34,113,63.03,17,1,3.3,Office,Windows,False,4,3,0,0,1,2,7.53,0.882,0.0,1.0874,0.0294,0.231,low,0.87,2023-05-12 00:57:36.000000000,2025,6
LAP-0716,2023-01-28 17:16:48.000000000,laptop,Engineering,India,Acer,2022,37,100,40.0,63,7,7.6,Creative,Windows,False,1,18,0,3,7,8,7.83,4.865,0.0,1.6216,0.1892,0.561,high,1.0,2023-02-09 17:16:48.000000000,2025,2
LAP-0717,2024-09-28 12:28:48.000000000,laptop,Sales,US,Lenovo,2024,17,100,40.91,43,3,10.8,Creative,Windows,False,2,12,0,2,4,6,9.34,7.059,0.0,3.4759,0.1765,0.401,medium,1.0,2024-10-04 12:28:48.000000000,2025,4
